OrderID,Date,CustomerID,Category,Product,Amount,Quantity,Device
51,2025-04-01,C378,Fashion,Dress,18876,1,Desktop
52,2025-01-14,C439,Home,Mixer,43969,3,Desktop
53,2025-01-20,C383,Fashion,Dress,7764,1,Tablet
54,2025-01-27,C275,Home,Table,39838,1,Tablet
55,2025-02-24,C424,Home,Lamp,16657,1,Mobile
56,2025-02-03,C426,Home,Mixer,432,2,Mobile
57,2025-01-02,C387,Fashion,Jacket,36354,3,Desktop
58,2025-01-05,C379,Electronics,Mobile,58075,3,Mobile
59,2025-02-16,C257,Home,Chair,28366,1,Mobile
60,2025-01-14,C441,Electronics,Headphones,13967,3,Mobile
61,2025-01-21,C221,Home,Lamp,40875,3,Mobile
62,2025-02-22,C270,Fashion,Jacket,1824,1,Tablet
63,2025-01-05,C295,Fashion,Dress,10633,3,Mobile
64,2025-01-30,C256,Beauty,Shampoo,13279,2,Desktop
65,2025-02-05,C268,Fashion,Shirt,43455,1,Desktop
66,2025-03-28,C304,Electronics,Headphones,23212,3,Tablet
67,2025-02-03,C397,Home,Mixer,7759,2,Mobile
68,2025-02-10,C473,Electronics,Mobile,39296,2,Desktop
69,2025-01-06,C230,Beauty,Cream,25444,3,Mobile
70,2025-03-27,C468,Beauty,Cream,34273,3,Tablet
71,2025-03-21,C269,Fashion,Dress,28465,1,Tablet
72,2025-03-27,C258,Home,Mixer,47369,2,Tablet
73,2025-01-17,C383,Beauty,Perfume,26571,3,Desktop
74,2025-01-23,C483,Fashion,Jacket,43776,2,Tablet
75,2025-01-27,C246,Home,Lamp,36109,1,Desktop
76,2025-01-28,C445,Beauty,Perfume,30673,2,Desktop
77,2025-03-26,C363,Beauty,Shampoo,43378,1,Desktop
78,2025-01-29,C258,Home,Mixer,53836,1,Tablet
79,2025-03-20,C343,Fashion,Jeans,1800,1,Mobile
80,2025-03-31,C199,Electronics,Tablet,27360,3,Tablet
81,2025-03-30,C435,Beauty,Facewash,26391,1,Mobile
82,2025-03-31,C190,Electronics,Mobile,51214,2,Mobile
83,2025-01-18,C333,Beauty,Cream,36730,1,Mobile
84,2025-03-06,C468,Beauty,Perfume,49696,2,Tablet
85,2025-02-27,C343,Beauty,Facewash,58999,1,Tablet
86,2025-03-08,C492,Home,Chair,55241,3,Desktop
87,2025-02-06,C465,Beauty,Shampoo,18196,2,Mobile
88,2025-01-18,C141,Fashion,Dress,22210,2,Tablet
89,2025-01-28,C461,Fashion,Jeans,25302,3,Mobile
90,2025-02-23,C338,Electronics,Tablet,26912,2,Tablet
91,2025-03-16,C494,Electronics,Laptop,54784,2,Desktop
92,2025-02-19,C252,Electronics,Tablet,31459,1,Desktop
93,2025-03-04,C323,Beauty,Shampoo,32196,1,Desktop
94,2025-01-22,C307,Electronics,Tablet,22228,3,Tablet
95,2025-03-17,C301,Beauty,Shampoo,40980,3,Mobile
96,2025-01-24,C336,Electronics,Mobile,42323,2,Mobile
97,2025-02-11,C332,Electronics,Headphones,25044,2,Mobile
98,2025-03-02,C141,Home,Lamp,18435,2,Desktop
99,2025-03-25,C135,Electronics,Mobile,23135,1,Tablet
100,2025-01-20,C418,Electronics,Mobile,16405,1,Mobile
101,2025-01-28,C388,Fashion,Jeans,31235,3,Mobile
102,2025-03-19,C410,Beauty,Perfume,50459,2,Mobile
103,2025-02-09,C113,Electronics,Laptop,20584,1,Tablet
104,2025-03-30,C403,Beauty,Facewash,47059,1,Mobile
105,2025-01-16,C407,Fashion,Shirt,45891,2,Tablet
106,2025-01-09,C289,Electronics,Headphones,35113,2,Tablet
107,2025-02-25,C154,Home,Mixer,55877,2,Desktop
108,2025-03-08,C190,Home,Lamp,46554,1,Desktop
109,2025-02-04,C403,Home,Lamp,30665,2,Tablet
110,2025-02-01,C330,Home,Chair,54642,1,Desktop
111,2025-01-24,C266,Beauty,Facewash,22246,1,Desktop
112,2025-03-18,C243,Beauty,Shampoo,23453,2,Desktop
113,2025-02-22,C223,Home,Mixer,34057,1,Mobile
114,2025-03-04,C464,Beauty,Shampoo,45459,2,Tablet
115,2025-03-30,C307,Beauty,Cream,6298,2,Mobile
116,2025-03-12,C342,Fashion,Dress,43713,3,Desktop
117,2025-03-31,C280,Home,Lamp,49085,3,Desktop
118,2025-01-25,C161,Beauty,Perfume,20294,2,Mobile
119,2025-01-25,C194,Home,Mixer,48885,3,Tablet
120,2025-03-09,C489,Fashion,Jacket,18320,3,Tablet
121,2025-02-16,C216,Home,Mixer,54767,1,Desktop
122,2025-02-05,C164,Fashion,Dress,1127,3,Tablet
123,2025-03-23,C164,Electronics,Mobile,36464,2,Tablet
124,2025-03-02,C245,Beauty,Cream,57394,1,Tablet
125,2025-03-03,C229,Beauty,Facewash,22528,1,Mobile
126,2025-03-22,C395,Electronics,Mobile,26460,2,Mobile
127,2025-02-01,C143,Electronics,Laptop,9977,3,Desktop
128,2025-03-08,C215,Electronics,Tablet,39935,3,Tablet
129,2025-02-24,C401,Beauty,Facewash,59739,2,Desktop
130,2025-01-27,C490,Home,Mixer,40152,3,Mobile
131,2025-01-23,C222,Fashion,Dress,43481,1,Mobile
132,2025-03-18,C452,Electronics,Laptop,375,2,Desktop
133,2025-02-06,C461,Beauty,Perfume,2339,1,Desktop
134,2025-03-17,C420,Beauty,Cream,45248,1,Desktop
135,2025-01-20,C431,Fashion,Jacket,7721,3,Mobile
136,2025-03-18,C257,Home,Chair,4879,1,Mobile
137,2025-03-31,C255,Home,Lamp,8349,2,Tablet
138,2025-01-11,C324,Beauty,Perfume,32998,3,Desktop
139,2025-01-04,C228,Electronics,Tablet,48338,2,Tablet
140,2025-03-28,C110,Electronics,Laptop,44390,3,Tablet
141,2025-03-25,C365,Home,Mixer,50211,1,Desktop
142,2025-03-04,C425,Beauty,Perfume,12094,3,Desktop
143,2025-03-27,C264,Electronics,Tablet,23003,2,Desktop
144,2025-02-06,C353,Electronics,Laptop,21814,2,Tablet
145,2025-02-11,C229,Beauty,Cream,30007,1,Desktop
146,2025-03-11,C436,Electronics,Tablet,56882,3,Mobile
147,2025-03-21,C285,Beauty,Facewash,3752,1,Tablet
148,2025-03-12,C236,Beauty,Facewash,50006,1,Mobile
149,2025-01-04,C162,Fashion,Dress,28912,3,Desktop
150,2025-02-22,C382,Fashion,Jeans,20565,3,Mobile
151,2025-03-24,C160,Electronics,Laptop,55342,1,Desktop
152,2025-02-04,C461,Fashion,Jacket,47163,2,Tablet
153,2025-01-19,C382,Beauty,Facewash,31147,1,Desktop
154,2025-01-09,C169,Beauty,Shampoo,39480,3,Tablet
155,2025-02-06,C101,Home,Lamp,22474,3,Desktop
156,2025-03-03,C375,Home,Lamp,56905,1,Desktop
157,2025-02-11,C333,Home,Table,36370,3,Desktop
158,2025-02-22,C497,Fashion,Jeans,37673,2,Mobile
159,2025-02-19,C295,Electronics,Headphones,49004,2,Tablet
160,2025-02-12,C402,Fashion,Jacket,2626,1,Tablet
161,2025-01-19,C107,Electronics,Tablet,6734,3,Desktop
162,2025-03-21,C273,Beauty,Shampoo,5103,2,Desktop
163,2025-02-18,C373,Beauty,Cream,56021,2,Tablet
164,2025-01-09,C416,Home,Lamp,57372,3,Mobile
165,2025-01-13,C322,Fashion,Dress,15108,3,Mobile
166,2025-01-06,C114,Electronics,Tablet,11102,3,Desktop
167,2025-01-19,C320,Home,Mixer,19426,2,Desktop
168,2025-01-23,C187,Fashion,Jacket,37288,3,Mobile
169,2025-03-16,C354,Electronics,Tablet,40813,3,Mobile
170,2025-02-02,C335,Fashion,Jeans,30421,3,Desktop
171,2025-01-21,C379,Electronics,Tablet,59261,2,Tablet
172,2025-02-24,C427,Electronics,Tablet,22846,3,Desktop
173,2025-03-03,C296,Home,Lamp,55597,2,Mobile
174,2025-02-07,C394,Electronics,Laptop,25193,3,Desktop
175,2025-01-02,C240,Home,Mixer,54597,3,Desktop
176,2025-02-15,C410,Electronics,Tablet,54780,2,Mobile
177,2025-03-26,C486,Fashion,Jeans,40890,2,Tablet
178,2025-02-09,C120,Fashion,Shirt,59405,3,Tablet
179,2025-01-12,C167,Beauty,Cream,38182,2,Tablet
180,2025-01-17,C202,Home,Table,49186,2,Mobile
181,2025-02-07,C346,Home,Table,54625,1,Desktop
182,2025-01-29,C486,Home,Mixer,30892,1,Mobile
183,2025-03-10,C235,Beauty,Perfume,6118,2,Mobile
184,2025-02-03,C444,Electronics,Tablet,24355,3,Tablet
185,2025-01-04,C341,Beauty,Perfume,7300,3,Mobile
186,2025-03-31,C337,Home,Chair,42644,1,Tablet
187,2025-02-08,C119,Home,Lamp,7846,1,Mobile
188,2025-02-19,C169,Beauty,Cream,6569,1,Tablet
189,2025-02-23,C376,Beauty,Perfume,44140,3,Tablet
190,2025-02-22,C415,Fashion,Jacket,43120,1,Desktop
191,2025-02-26,C327,Home,Mixer,45438,2,Mobile
192,2025-03-24,C378,Fashion,Dress,6711,3,Desktop
193,2025-02-28,C162,Home,Mixer,26292,2,Mobile
194,2025-01-07,C110,Electronics,Laptop,42254,3,Tablet
195,2025-03-12,C135,Home,Chair,8452,3,Mobile
196,2025-01-19,C496,Fashion,Jeans,53484,1,Desktop
197,2025-02-02,C376,Electronics,Headphones,56456,1,Mobile
198,2025-02-15,C107,Fashion,Shirt,43523,1,Mobile
199,2025-01-17,C126,Fashion,Dress,1234,1,Desktop
200,2025-02-16,C329,Beauty,Cream,49067,1,Desktop
201,2025-03-26,C122,Electronics,Tablet,33219,1,Tablet
202,2025-02-21,C345,Home,Lamp,42361,1,Mobile
203,2025-01-11,C137,Beauty,Cream,32330,3,Desktop
204,2025-03-23,C419,Home,Chair,4504,1,Desktop
205,2025-03-06,C332,Home,Lamp,39350,3,Desktop
206,2025-03-25,C435,Beauty,Cream,52176,3,Mobile
207,2025-02-28,C273,Fashion,Jacket,29793,1,Desktop
208,2025-02-10,C318,Beauty,Facewash,48015,1,Desktop
209,2025-01-12,C134,Home,Table,10203,3,Desktop
210,2025-02-17,C478,Electronics,Mobile,28503,1,Tablet
211,2025-03-27,C268,Fashion,Shirt,38634,3,Tablet
212,2025-01-07,C469,Electronics,Tablet,23373,3,Desktop
213,2025-01-28,C359,Home,Table,23245,1,Tablet
214,2025-02-17,C384,Fashion,Jacket,14896,1,Desktop
215,2025-03-21,C387,Electronics,Headphones,37824,1,Desktop
216,2025-02-09,C459,Electronics,Headphones,2097,1,Desktop
217,2025-03-26,C389,Home,Table,600,1,Mobile
218,2025-01-12,C115,Beauty,Cream,9497,3,Tablet
219,2025-02-17,C180,Fashion,Jacket,27714,2,Desktop
220,2025-01-07,C143,Home,Table,51110,3,Tablet
221,2025-01-11,C445,Fashion,Jeans,49642,3,Mobile
222,2025-02-26,C410,Home,Lamp,43580,2,Desktop
223,2025-02-25,C276,Beauty,Perfume,14327,3,Mobile
224,2025-03-09,C349,Electronics,Headphones,44647,3,Tablet
225,2025-01-01,C128,Home,Mixer,14651,2,Tablet
226,2025-02-11,C248,Fashion,Dress,14043,1,Desktop
227,2025-01-17,C189,Electronics,Mobile,32796,3,Desktop
228,2025-01-10,C281,Beauty,Shampoo,32985,3,Tablet
229,2025-02-10,C139,Beauty,Cream,28788,1,Desktop
230,2025-01-15,C248,Beauty,Facewash,46697,3,Desktop
231,2025-03-30,C335,Beauty,Cream,21484,1,Tablet
232,2025-03-17,C323,Home,Mixer,28820,1,Mobile
233,2025-01-29,C273,Beauty,Cream,26136,2,Tablet
234,2025-03-09,C158,Home,Chair,5205,3,Tablet
235,2025-01-31,C175,Fashion,Dress,23209,3,Tablet
236,2025-01-20,C408,Electronics,Laptop,16975,1,Mobile
237,2025-03-14,C337,Electronics,Laptop,50849,3,Desktop
238,2025-02-26,C177,Beauty,Perfume,56839,3,Desktop
239,2025-03-17,C240,Electronics,Tablet,29180,3,Desktop
240,2025-02-27,C336,Electronics,Headphones,33448,1,Desktop
241,2025-01-12,C430,Electronics,Mobile,24365,2,Mobile
242,2025-02-27,C121,Beauty,Facewash,38232,3,Tablet
243,2025-01-08,C177,Fashion,Dress,39849,2,Tablet
244,2025-03-06,C143,Beauty,Cream,53347,2,Tablet
245,2025-03-09,C324,Fashion,Shirt,16436,3,Desktop
246,2025-02-13,C309,Fashion,Dress,24635,2,Desktop
247,2025-03-28,C385,Electronics,Headphones,4519,2,Mobile
248,2025-01-20,C408,Beauty,Perfume,16714,3,Tablet
249,2025-02-09,C279,Home,Mixer,38390,3,Mobile
250,2025-03-13,C258,Beauty,Shampoo,39196,3,Mobile
251,2025-03-29,C459,Beauty,Perfume,53492,1,Tablet
252,2025-02-09,C285,Electronics,Tablet,33524,2,Mobile
253,2025-01-18,C215,Fashion,Jeans,22595,2,Mobile
254,2025-03-11,C494,Fashion,Shirt,19585,1,Tablet
255,2025-02-18,C405,Electronics,Headphones,57635,3,Mobile
256,2025-02-26,C184,Fashion,Jeans,12051,3,Tablet
257,2025-02-26,C221,Electronics,Tablet,24074,3,Tablet
258,2025-03-02,C258,Home,Lamp,15535,3,Mobile
259,2025-02-06,C336,Fashion,Dress,44653,3,Desktop
260,2025-02-02,C170,Beauty,Facewash,10820,1,Tablet
261,2025-03-08,C152,Electronics,Tablet,57486,2,Tablet
262,2025-03-07,C330,Electronics,Headphones,5696,1,Desktop
263,2025-01-04,C278,Fashion,Jacket,6210,1,Desktop
264,2025-02-19,C220,Beauty,Cream,26182,3,Desktop
265,2025-03-25,C150,Electronics,Headphones,14915,1,Desktop
266,2025-03-31,C341,Home,Chair,9217,1,Desktop
267,2025-01-03,C140,Fashion,Jacket,29599,3,Mobile
268,2025-03-19,C472,Home,Chair,54920,1,Tablet
269,2025-01-16,C254,Beauty,Cream,51067,2,Mobile
270,2025-01-09,C334,Electronics,Laptop,27713,3,Tablet
271,2025-03-07,C423,Electronics,Tablet,39307,3,Mobile
272,2025-02-15,C414,Fashion,Jeans,19288,2,Mobile
273,2025-03-09,C143,Fashion,Jacket,12475,3,Tablet
274,2025-03-12,C359,Home,Mixer,34675,3,Tablet
275,2025-02-19,C425,Electronics,Tablet,57434,2,Mobile
276,2025-02-14,C134,Home,Table,49176,1,Desktop
277,2025-02-12,C487,Fashion,Shirt,50761,3,Tablet
278,2025-01-23,C429,Fashion,Shirt,23288,3,Desktop
279,2025-02-28,C132,Beauty,Facewash,41601,1,Mobile
280,2025-02-10,C121,Electronics,Headphones,13411,1,Mobile
281,2025-01-05,C229,Home,Lamp,53638,3,Desktop
282,2025-02-04,C269,Fashion,Dress,23594,1,Tablet
283,2025-02-19,C325,Electronics,Headphones,28836,2,Tablet
284,2025-03-08,C288,Home,Chair,32719,3,Desktop
285,2025-03-19,C320,Home,Mixer,47850,2,Mobile
286,2025-03-26,C267,Fashion,Dress,21250,1,Mobile
287,2025-01-22,C318,Home,Table,29423,3,Tablet
288,2025-03-20,C280,Beauty,Perfume,29503,1,Tablet
289,2025-03-23,C443,Beauty,Perfume,42108,1,Mobile
290,2025-01-04,C181,Beauty,Perfume,33825,3,Tablet
291,2025-03-24,C220,Fashion,Jacket,2480,1,Mobile
292,2025-01-20,C409,Home,Table,25290,3,Mobile
293,2025-01-18,C393,Beauty,Perfume,24580,2,Mobile
294,2025-01-15,C227,Home,Lamp,20803,3,Desktop
295,2025-01-16,C387,Electronics,Laptop,32905,3,Desktop
296,2025-02-06,C413,Home,Table,46339,2,Mobile
297,2025-01-23,C331,Beauty,Shampoo,8237,1,Mobile
298,2025-02-14,C441,Beauty,Cream,53317,3,Desktop
299,2025-04-01,C464,Electronics,Headphones,58614,2,Mobile
300,2025-01-18,C202,Fashion,Dress,33541,1,Mobile
301,2025-02-17,C393,Fashion,Jacket,1922,2,Tablet
302,2025-02-20,C258,Beauty,Shampoo,40304,1,Mobile
303,2025-01-17,C137,Beauty,Facewash,50607,2,Tablet
304,2025-02-14,C364,Home,Mixer,29689,2,Tablet
305,2025-01-08,C357,Fashion,Jeans,50517,1,Desktop
306,2025-04-01,C265,Electronics,Laptop,20131,1,Mobile
307,2025-01-26,C228,Fashion,Dress,34206,2,Mobile
308,2025-01-12,C373,Home,Chair,41161,2,Tablet
309,2025-03-19,C468,Fashion,Jeans,11419,3,Tablet
310,2025-03-24,C123,Home,Mixer,54282,1,Mobile
311,2025-03-23,C416,Home,Chair,50463,3,Desktop
312,2025-03-24,C248,Electronics,Tablet,58461,3,Tablet
313,2025-02-28,C252,Home,Lamp,16248,3,Desktop
314,2025-03-01,C347,Electronics,Mobile,10559,2,Desktop
315,2025-02-10,C467,Fashion,Dress,39958,1,Desktop
316,2025-01-14,C387,Home,Lamp,8769,2,Tablet
317,2025-02-01,C330,Home,Chair,30770,1,Desktop
318,2025-02-23,C415,Fashion,Shirt,3516,2,Desktop
319,2025-02-10,C469,Fashion,Jeans,53512,2,Tablet
320,2025-02-09,C355,Fashion,Jeans,32854,3,Desktop
321,2025-01-31,C334,Beauty,Cream,6101,2,Tablet
322,2025-03-18,C353,Fashion,Dress,3388,1,Desktop
323,2025-01-18,C320,Beauty,Perfume,35372,1,Mobile
324,2025-02-21,C123,Home,Table,50260,2,Desktop
325,2025-02-19,C137,Electronics,Laptop,23958,3,Desktop
326,2025-01-16,C412,Beauty,Perfume,54287,3,Tablet
327,2025-02-16,C385,Fashion,Shirt,26014,2,Desktop
328,2025-01-06,C356,Fashion,Jeans,39683,3,Desktop
329,2025-03-08,C342,Electronics,Mobile,9180,3,Desktop
330,2025-03-20,C267,Beauty,Shampoo,39931,3,Mobile
331,2025-03-17,C253,Home,Chair,25952,3,Tablet
332,2025-01-03,C343,Home,Lamp,46647,3,Desktop
333,2025-02-09,C398,Home,Table,44358,1,Desktop
334,2025-01-30,C395,Electronics,Tablet,17601,3,Tablet
335,2025-03-21,C469,Electronics,Tablet,11374,3,Tablet
336,2025-03-15,C116,Beauty,Shampoo,54048,3,Mobile
337,2025-01-20,C314,Electronics,Laptop,1441,2,Desktop
338,2025-01-08,C341,Beauty,Shampoo,27094,3,Tablet
339,2025-03-09,C344,Fashion,Jeans,36958,2,Tablet
340,2025-03-11,C275,Beauty,Perfume,11549,2,Tablet
341,2025-02-05,C226,Home,Table,40181,2,Mobile
342,2025-03-30,C206,Home,Chair,19704,2,Tablet
343,2025-02-05,C469,Beauty,Perfume,31644,2,Tablet
344,2025-02-20,C294,Home,Mixer,37783,3,Tablet
345,2025-01-11,C465,Home,Chair,19235,1,Desktop
346,2025-01-28,C345,Home,Lamp,43189,2,Tablet
347,2025-01-14,C170,Fashion,Dress,37032,3,Desktop
348,2025-03-23,C215,Fashion,Jeans,3526,3,Tablet
349,2025-03-02,C467,Fashion,Shirt,6766,2,Desktop
350,2025-03-25,C308,Electronics,Laptop,539,3,Mobile
351,2025-02-06,C264,Beauty,Facewash,42833,1,Desktop
352,2025-01-05,C373,Electronics,Mobile,42949,3,Mobile
353,2025-03-05,C303,Fashion,Jacket,58018,1,Mobile
354,2025-03-14,C252,Fashion,Dress,57658,1,Mobile
355,2025-03-09,C378,Electronics,Headphones,18849,2,Tablet
356,2025-01-25,C239,Beauty,Shampoo,55975,3,Desktop
357,2025-02-02,C431,Electronics,Headphones,10849,3,Desktop
358,2025-03-28,C390,Fashion,Shirt,48474,2,Desktop
359,2025-03-07,C318,Fashion,Jeans,40239,3,Desktop
360,2025-01-18,C194,Home,Mixer,26469,3,Mobile
361,2025-01-31,C296,Beauty,Perfume,16456,1,Desktop
362,2025-03-15,C470,Beauty,Perfume,21802,2,Tablet
363,2025-01-08,C220,Electronics,Headphones,43039,2,Tablet
364,2025-03-06,C451,Electronics,Tablet,20306,1,Desktop
365,2025-01-29,C414,Home,Mixer,42058,2,Desktop
366,2025-03-19,C482,Fashion,Jeans,31538,1,Desktop
367,2025-03-10,C487,Home,Lamp,46202,3,Desktop
368,2025-02-27,C369,Fashion,Jeans,44786,3,Mobile
369,2025-03-06,C380,Home,Mixer,37173,1,Mobile
370,2025-01-15,C326,Fashion,Jeans,10983,2,Tablet
371,2025-02-28,C128,Fashion,Jacket,6159,3,Desktop
372,2025-03-01,C386,Fashion,Jacket,30136,3,Mobile
373,2025-01-28,C481,Home,Mixer,26148,2,Mobile
374,2025-03-11,C132,Electronics,Mobile,27967,2,Tablet
375,2025-01-24,C309,Electronics,Mobile,31137,1,Desktop
376,2025-02-18,C293,Fashion,Jacket,24740,2,Desktop
377,2025-03-10,C191,Electronics,Laptop,43030,2,Mobile
378,2025-01-03,C487,Beauty,Shampoo,47900,1,Mobile
379,2025-03-10,C317,Home,Lamp,44338,3,Tablet
380,2025-02-05,C179,Beauty,Shampoo,16420,2,Desktop
381,2025-01-03,C414,Fashion,Shirt,2311,3,Desktop
382,2025-02-27,C117,Fashion,Jeans,4609,1,Tablet
383,2025-01-30,C324,Electronics,Laptop,48732,1,Desktop
384,2025-03-15,C219,Fashion,Shirt,9383,3,Desktop
385,2025-03-08,C438,Home,Table,15725,2,Mobile
386,2025-03-17,C385,Fashion,Jacket,19893,2,Mobile
387,2025-03-24,C276,Fashion,Jacket,36628,2,Mobile
388,2025-02-08,C176,Beauty,Perfume,45833,2,Desktop
389,2025-01-29,C223,Beauty,Shampoo,49641,3,Desktop
390,2025-02-22,C387,Home,Chair,53007,2,Mobile
391,2025-02-12,C204,Beauty,Shampoo,25655,1,Desktop
392,2025-01-25,C374,Electronics,Tablet,55717,2,Mobile
393,2025-01-06,C408,Electronics,Headphones,24918,3,Tablet
394,2025-03-13,C443,Electronics,Laptop,52933,3,Tablet
395,2025-01-28,C107,Fashion,Jacket,13889,2,Desktop
396,2025-03-19,C456,Fashion,Shirt,49147,2,Mobile
397,2025-02-06,C497,Fashion,Jacket,15884,3,Desktop
398,2025-02-03,C257,Beauty,Facewash,35173,3,Desktop
399,2025-02-10,C340,Home,Lamp,30740,1,Tablet
400,2025-01-29,C388,Fashion,Dress,20707,2,Mobile
401,2025-02-23,C396,Fashion,Shirt,17290,3,Tablet
402,2025-03-14,C294,Home,Chair,13057,2,Mobile
403,2025-02-02,C272,Fashion,Jacket,36286,3,Tablet
404,2025-01-22,C280,Beauty,Facewash,30400,1,Tablet
405,2025-03-09,C130,Fashion,Jacket,12261,3,Tablet
406,2025-01-01,C491,Electronics,Mobile,53808,3,Mobile
407,2025-04-01,C134,Beauty,Shampoo,55417,3,Mobile
408,2025-01-08,C291,Fashion,Shirt,14534,3,Desktop
409,2025-02-22,C382,Beauty,Facewash,1230,1,Tablet
410,2025-02-06,C374,Electronics,Mobile,34895,3,Desktop
411,2025-03-09,C149,Electronics,Tablet,53033,1,Mobile
412,2025-02-15,C229,Fashion,Jeans,12778,3,Tablet
413,2025-03-14,C335,Home,Lamp,5378,2,Desktop
414,2025-03-25,C434,Fashion,Jeans,19859,3,Mobile
415,2025-03-02,C382,Electronics,Mobile,26760,2,Desktop
416,2025-02-25,C355,Electronics,Mobile,46261,1,Mobile
417,2025-01-28,C217,Home,Mixer,58841,3,Mobile
418,2025-03-11,C243,Beauty,Perfume,3251,1,Tablet
419,2025-03-17,C206,Electronics,Laptop,55933,2,Mobile
420,2025-01-31,C388,Fashion,Jacket,5242,2,Mobile
421,2025-01-11,C452,Beauty,Perfume,25355,3,Mobile
422,2025-02-13,C138,Home,Mixer,6601,2,Mobile
423,2025-03-04,C330,Beauty,Perfume,2141,3,Desktop
424,2025-03-29,C195,Fashion,Dress,36443,2,Desktop
425,2025-01-10,C226,Beauty,Cream,50804,3,Desktop
426,2025-01-20,C424,Electronics,Headphones,10307,2,Tablet
427,2025-02-09,C102,Beauty,Perfume,23838,1,Mobile
428,2025-01-12,C167,Beauty,Perfume,50095,2,Mobile
429,2025-02-22,C362,Fashion,Jacket,29615,3,Tablet
430,2025-03-18,C147,Electronics,Mobile,6073,2,Tablet
431,2025-01-11,C298,Home,Lamp,1008,2,Desktop
432,2025-02-04,C171,Fashion,Jeans,45112,2,Mobile
433,2025-02-25,C185,Home,Table,32517,1,Mobile
434,2025-02-02,C284,Home,Lamp,19844,2,Mobile
435,2025-01-14,C334,Fashion,Jacket,39115,3,Mobile
436,2025-02-18,C417,Fashion,Dress,643,2,Desktop
437,2025-01-18,C404,Home,Lamp,22137,2,Tablet
438,2025-02-10,C345,Home,Table,39732,3,Mobile
439,2025-03-23,C455,Fashion,Jacket,21115,2,Tablet
440,2025-02-16,C301,Beauty,Shampoo,21557,2,Desktop
441,2025-03-12,C449,Electronics,Laptop,39012,3,Mobile
442,2025-03-30,C249,Electronics,Tablet,46623,1,Desktop
443,2025-02-08,C424,Electronics,Tablet,44304,2,Mobile
444,2025-02-18,C316,Fashion,Dress,43366,1,Tablet
445,2025-03-10,C305,Electronics,Tablet,39386,2,Tablet
